Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.GrossPotential,Statistics.Performances
2,3/2/2014,3,2014,Pippin,Music Box,Musical,5981,76,541791,,8
2,3/2/2014,3,2014,Rock Of Ages,Helen Hayes,Musical,3786,81,299584,,8
2,3/2/2014,3,2014,Rocky,Winter Garden,Musical,7890,74,551300,,0
2,3/2/2014,3,2014,The Book Of Mormon,Eugene O'Neill,Musical,8733,102,1549715,,8
2,3/2/2014,3,2014,The Bridges Of Madison County,Schoenfeld,Musical,6254,77,390578,,8
2,3/2/2014,3,2014,The Lion King,Minskoff,Musical,13455,99,1474205,,8
2,3/2/2014,3,2014,The Phantom Of The Opera,Majestic,Musical,8665,67,645045,,8
2,3/2/2014,3,2014,Wicked,Gershwin,Musical,15237,99,1539830,,8
9,3/9/2014,3,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5306,73,409353,,8
9,3/9/2014,3,2014,A Raisin In The Sun '14,Ethel Barrymore,Play,1046,100,151179,,0
9,3/9/2014,3,2014,After Midnight,Brooks Atkinson,Musical,5986,72,622013,,8
9,3/9/2014,3,2014,Aladdin,New Amsterdam,Musical,10320,100,826491,,0
9,3/9/2014,3,2014,All The Way,Neil Simon,Play,9322,82,736790,,5
9,3/9/2014,3,2014,Beautiful,Stephen Sondheim,Musical,7140,87,847672,,8
9,3/9/2014,3,2014,Chicago,Ambassador,Musical,6604,76,520320,,8
9,3/9/2014,3,2014,Cinderella,Broadway,Musical,9988,71,781798,,8
9,3/9/2014,3,2014,If/Then,Richard Rodgers,Musical,8502,95,909159,,0
9,3/9/2014,3,2014,Jersey Boys,August Wilson,Musical,6228,63,600488,,8
9,3/9/2014,3,2014,Kinky Boots,Al Hirschfeld,Musical,9961,87,1268989,,8
9,3/9/2014,3,2014,Les Miserables '14,Imperial,Musical,9286,94,964004,,0
9,3/9/2014,3,2014,Mamma Mia!,Broadhurst,Musical,7642,82,603731,,8
9,3/9/2014,3,2014,Matilda,Shubert,Musical,10566,92,991341,,8
9,3/9/2014,3,2014,Mothers And Sons,Golden,Play,5200,81,235662,,0
9,3/9/2014,3,2014,Motown The Musical,Lunt-Fontanne,Musical,10880,90,1119747,,8
9,3/9/2014,3,2014,Newsies,Nederlander,Musical,8563,90,648357,,8
9,3/9/2014,3,2014,No Man'S Land/Waiting For Godot,Cort,Play,6224,73,525313,,8
9,3/9/2014,3,2014,Once,Jacobs,Musical,6099,72,580888,,8
9,3/9/2014,3,2014,Outside Mullingar,Friedman,Play,5048,97,343445,,8
9,3/9/2014,3,2014,Pippin,Music Box,Musical,6086,77,608988,,8
9,3/9/2014,3,2014,Rock Of Ages,Helen Hayes,Musical,3730,80,299674,,8
9,3/9/2014,3,2014,Rocky,Winter Garden,Musical,9581,78,635153,,0
9,3/9/2014,3,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1583887,,8
9,3/9/2014,3,2014,The Bridges Of Madison County,Schoenfeld,Musical,6522,80,476005,,8
9,3/9/2014,3,2014,The Lion King,Minskoff,Musical,13312,98,1511718,,8
9,3/9/2014,3,2014,The Phantom Of The Opera,Majestic,Musical,10326,80,809460,,8
9,3/9/2014,3,2014,Wicked,Gershwin,Musical,14782,97,1667093,,8
16,3/16/2014,3,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5557,77,432707,,8
16,3/16/2014,3,2014,A Raisin In The Sun '14,Ethel Barrymore,Play,7322,100,981488,,0
16,3/16/2014,3,2014,After Midnight,Brooks Atkinson,Musical,5571,67,381020,,8
16,3/16/2014,3,2014,Aladdin,New Amsterdam,Musical,12035,100,893595,,0
16,3/16/2014,3,2014,All The Way,Neil Simon,Play,9118,80,887748,,8
16,3/16/2014,3,2014,Beautiful,Stephen Sondheim,Musical,7658,93,891835,,8
16,3/16/2014,3,2014,Bullets Over Broadway,St. James,Musical,9050,93,655710,,0
16,3/16/2014,3,2014,Chicago,Ambassador,Musical,6756,78,523155,,8
16,3/16/2014,3,2014,Cinderella,Broadway,Musical,11127,79,910028,,8
16,3/16/2014,3,2014,If/Then,Richard Rodgers,Musical,8796,99,929267,,0
16,3/16/2014,3,2014,Jersey Boys,August Wilson,Musical,7200,73,684421,,8
16,3/16/2014,3,2014,Kinky Boots,Al Hirschfeld,Musical,10267,90,1330377,,8
16,3/16/2014,3,2014,Les Miserables '14,Imperial,Musical,9397,95,1043262,,0
16,3/16/2014,3,2014,Mamma Mia!,Broadhurst,Musical,6500,70,538966,,8
16,3/16/2014,3,2014,Matilda,Shubert,Musical,11451,100,1105243,,8
16,3/16/2014,3,2014,Mothers And Sons,Golden,Play,4278,67,222265,,0
16,3/16/2014,3,2014,Motown The Musical,Lunt-Fontanne,Musical,10745,89,1084613,,8
16,3/16/2014,3,2014,Newsies,Nederlander,Musical,9114,96,792166,,8
16,3/16/2014,3,2014,No Man'S Land/Waiting For Godot,Cort,Play,7030,82,589820,,8
16,3/16/2014,3,2014,Once,Jacobs,Musical,6297,74,556921,,8
16,3/16/2014,3,2014,Outside Mullingar,Friedman,Play,5079,98,423934,,8
16,3/16/2014,3,2014,Pippin,Music Box,Musical,7087,89,699835,,8
16,3/16/2014,3,2014,Rock Of Ages,Helen Hayes,Musical,4310,92,353712,,8
16,3/16/2014,3,2014,Rocky,Winter Garden,Musical,10182,83,639757,,4
16,3/16/2014,3,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1659020,,8
16,3/16/2014,3,2014,The Bridges Of Madison County,Schoenfeld,Musical,6418,79,476374,,8
16,3/16/2014,3,2014,The Lion King,Minskoff,Musical,13598,100,1733679,,8
16,3/16/2014,3,2014,The Phantom Of The Opera,Majestic,Musical,11214,87,929682,,8
16,3/16/2014,3,2014,The Realistic Joneses,Lyceum,Play,2841,81,253222,,0
16,3/16/2014,3,2014,Wicked,Gershwin,Musical,14686,97,1861649,,8
23,3/23/2014,3,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5880,81,453663,,8
23,3/23/2014,3,2014,A Raisin In The Sun '14,Ethel Barrymore,Play,8368,100,1107163,,0
23,3/23/2014,3,2014,Act One,Vivian Beaumont,Play,2648,61,152704,,0
23,3/23/2014,3,2014,After Midnight,Brooks Atkinson,Musical,7555,91,714663,,8
23,3/23/2014,3,2014,Aladdin,New Amsterdam,Musical,13782,100,937099,,5
23,3/23/2014,3,2014,All The Way,Neil Simon,Play,8646,76,881336,,8
23,3/23/2014,3,2014,Beautiful,Stephen Sondheim,Musical,6973,85,832504,,8
23,3/23/2014,3,2014,Bullets Over Broadway,St. James,Musical,10508,92,782289,,0
23,3/23/2014,3,2014,Cabaret '14,Studio 54,Musical,2694,102,255813,,0
23,3/23/2014,3,2014,Chicago,Ambassador,Musical,6944,80,541652,,8
23,3/23/2014,3,2014,Cinderella,Broadway,Musical,11245,80,902579,,8
23,3/23/2014,3,2014,If/Then,Richard Rodgers,Musical,9854,97,1008303,,0
23,3/23/2014,3,2014,Jersey Boys,August Wilson,Musical,7169,73,669085,,8
23,3/23/2014,3,2014,Kinky Boots,Al Hirschfeld,Musical,11101,97,1451463,,8
23,3/23/2014,3,2014,Les Miserables '14,Imperial,Musical,10931,97,1031869,,1
23,3/23/2014,3,2014,Mamma Mia!,Broadhurst,Musical,6915,74,573443,,8
23,3/23/2014,3,2014,Matilda,Shubert,Musical,11519,101,1163417,,8
23,3/23/2014,3,2014,Mothers And Sons,Golden,Play,4909,77,248821,,0
23,3/23/2014,3,2014,Motown The Musical,Lunt-Fontanne,Musical,10359,86,1078097,,8
23,3/23/2014,3,2014,Newsies,Nederlander,Musical,9384,99,795046,,8
23,3/23/2014,3,2014,No Man'S Land/Waiting For Godot,Cort,Play,7389,86,647289,,8
23,3/23/2014,3,2014,Of Mice And Men,Longacre,Play,6153,96,688832,,0
23,3/23/2014,3,2014,Once,Jacobs,Musical,6201,73,563021,,8
23,3/23/2014,3,2014,Pippin,Music Box,Musical,7342,93,730892,,8
23,3/23/2014,3,2014,Rock Of Ages,Helen Hayes,Musical,4415,95,366648,,8
23,3/23/2014,3,2014,Rocky,Winter Garden,Musical,9746,80,799879,,8
23,3/23/2014,3,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1639847,,8
23,3/23/2014,3,2014,The Bridges Of Madison County,Schoenfeld,Musical,5329,65,385394,,8
23,3/23/2014,3,2014,The Lion King,Minskoff,Musical,13575,100,1828835,,8
23,3/23/2014,3,2014,The Phantom Of The Opera,Majestic,Musical,11368,89,954196,,8
23,3/23/2014,3,2014,The Realistic Joneses,Lyceum,Play,5677,81,433391,,0
23,3/23/2014,3,2014,Wicked,Gershwin,Musical,15318,99,1874352,,8
30,3/30/2014,3,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5879,81,472344,,8
30,3/30/2014,3,2014,A Raisin In The Sun '14,Ethel Barrymore,Play,8368,100,1045534,,0
30,3/30/2014,3,2014,Act One,Vivian Beaumont,Play,5491,63,318292,,0
30,3/30/2014,3,2014,After Midnight,Brooks Atkinson,Musical,7378,89,702074,,8
30,3/30/2014,3,2014,Aladdin,New Amsterdam,Musical,13783,100,1104798,,8
30,3/30/2014,3,2014,All The Way,Neil Simon,Play,9283,82,949056,,8
30,3/30/2014,3,2014,Beautiful,Stephen Sondheim,Musical,6610,81,749305,,8
30,3/30/2014,3,2014,Bullets Over Broadway,St. James,Musical,11806,91,886469,,0
30,3/30/2014,3,2014,Cabaret '14,Studio 54,Musical,5069,96,494440,,0
30,3/30/2014,3,2014,Chicago,Ambassador,Musical,7559,87,595765,,8
30,3/30/2014,3,2014,Cinderella,Broadway,Musical,11953,85,1012922,,8
30,3/30/2014,3,2014,Hedwig And The Angry Inch,Belasco,Musical,1016,101,144194,,0
30,3/30/2014,3,2014,If/Then,Richard Rodgers,Musical,9897,97,1002321,,1
30,3/30/2014,3,2014,Jersey Boys,August Wilson,Musical,7700,78,737384,,8
30,3/30/2014,3,2014,Kinky Boots,Al Hirschfeld,Musical,10995,97,1489070,,8
30,3/30/2014,3,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4006,84,337951,,0
30,3/30/2014,3,2014,Les Miserables '14,Imperial,Musical,10736,95,1223317,,8
30,3/30/2014,3,2014,Mamma Mia!,Broadhurst,Musical,8032,86,673967,,8
30,3/30/2014,3,2014,Matilda,Shubert,Musical,11524,101,1212014,,8
30,3/30/2014,3,2014,Mothers And Sons,Golden,Play,4518,70,228669,,8
30,3/30/2014,3,2014,Motown The Musical,Lunt-Fontanne,Musical,11075,92,1171326,,8
30,3/30/2014,3,2014,Newsies,Nederlander,Musical,9333,98,798338,,8
30,3/30/2014,3,2014,No Man'S Land/Waiting For Godot,Cort,Play,8286,97,782396,,8
30,3/30/2014,3,2014,Of Mice And Men,Longacre,Play,8390,98,868728,,0
30,3/30/2014,3,2014,Once,Jacobs,Musical,6320,75,595070,,8
30,3/30/2014,3,2014,Pippin,Music Box,Musical,7384,93,774699,,8
30,3/30/2014,3,2014,Rock Of Ages,Helen Hayes,Musical,4496,96,376294,,8
30,3/30/2014,3,2014,Rocky,Winter Garden,Musical,9178,76,828848,,8
30,3/30/2014,3,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1638380,,8
30,3/30/2014,3,2014,The Bridges Of Madison County,Schoenfeld,Musical,4920,60,352896,,8
30,3/30/2014,3,2014,The Lion King,Minskoff,Musical,13603,100,1885162,,8
30,3/30/2014,3,2014,The Phantom Of The Opera,Majestic,Musical,12439,97,1057502,,8
30,3/30/2014,3,2014,The Realistic Joneses,Lyceum,Play,5595,80,462236,,0
30,3/30/2014,3,2014,Violet,American Airlines,Musical,2805,96,169792,,0
30,3/30/2014,3,2014,Wicked,Gershwin,Musical,15423,100,1946536,,8
6,4/6/2014,4,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5332,73,415509,,8
6,4/6/2014,4,2014,A Raisin In The Sun '14,Ethel Barrymore,Play,8368,100,929151,,5
6,4/6/2014,4,2014,Act One,Vivian Beaumont,Play,5513,64,316124,,0
6,4/6/2014,4,2014,After Midnight,Brooks Atkinson,Musical,5511,66,377050,,8
6,4/6/2014,4,2014,Aladdin,New Amsterdam,Musical,13779,100,1170038,,8
6,4/6/2014,4,2014,All The Way,Neil Simon,Play,8761,77,917842,,8
6,4/6/2014,4,2014,Beautiful,Stephen Sondheim,Musical,7298,89,868034,,8
6,4/6/2014,4,2014,Bullets Over Broadway,St. James,Musical,11210,86,765755,,0
6,4/6/2014,4,2014,Cabaret '14,Studio 54,Musical,6257,101,594765,,0
6,4/6/2014,4,2014,Casa Valentina,Friedman,Play,3446,76,155775,,0
6,4/6/2014,4,2014,Chicago,Ambassador,Musical,6213,72,486529,,8
6,4/6/2014,4,2014,Cinderella,Broadway,Musical,10502,75,857341,,8
6,4/6/2014,4,2014,Hedwig And The Angry Inch,Belasco,Musical,5968,99,772606,,0
6,4/6/2014,4,2014,If/Then,Richard Rodgers,Musical,9419,90,931268,,8
6,4/6/2014,4,2014,Jersey Boys,August Wilson,Musical,6458,66,647306,,8
6,4/6/2014,4,2014,Kinky Boots,Al Hirschfeld,Musical,10380,91,1351725,,8
6,4/6/2014,4,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,3958,83,363460,,0
6,4/6/2014,4,2014,Les Miserables '14,Imperial,Musical,10377,92,1153829,,8
6,4/6/2014,4,2014,Mamma Mia!,Broadhurst,Musical,6856,73,551065,,8
6,4/6/2014,4,2014,Matilda,Shubert,Musical,11243,98,1096734,,8
6,4/6/2014,4,2014,Mothers And Sons,Golden,Play,3214,50,221430,,8
6,4/6/2014,4,2014,Motown The Musical,Lunt-Fontanne,Musical,10318,86,1016236,,8
6,4/6/2014,4,2014,Newsies,Nederlander,Musical,8795,93,743632,,8
6,4/6/2014,4,2014,Of Mice And Men,Longacre,Play,8366,97,823309,,0
6,4/6/2014,4,2014,Once,Jacobs,Musical,5607,66,500434,,8
6,4/6/2014,4,2014,Pippin,Music Box,Musical,6429,81,615583,,8
6,4/6/2014,4,2014,Rock Of Ages,Helen Hayes,Musical,4223,91,340194,,8
6,4/6/2014,4,2014,Rocky,Winter Garden,Musical,8485,70,753365,,8
6,4/6/2014,4,2014,The Book Of Mormon,Eugene O'Neill,Musical,8750,103,1598000,,8
6,4/6/2014,4,2014,The Bridges Of Madison County,Schoenfeld,Musical,4707,58,341175,,8
6,4/6/2014,4,2014,The Lion King,Minskoff,Musical,13362,98,1683062,,8
6,4/6/2014,4,2014,The Phantom Of The Opera,Majestic,Musical,10966,85,884496,,8
6,4/6/2014,4,2014,The Realistic Joneses,Lyceum,Play,6045,87,410334,,1
6,4/6/2014,4,2014,The Velocity Of Autumn,Booth,Play,3386,62,135307,,0
6,4/6/2014,4,2014,Violet,American Airlines,Musical,4963,85,278904,,0
6,4/6/2014,4,2014,Wicked,Gershwin,Musical,14901,98,1806067,,8
13,4/13/2014,4,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5122,71,407665,,8
13,4/13/2014,4,2014,A Raisin In The Sun '14,Ethel Barrymore,Play,8368,100,1182511,,8
13,4/13/2014,4,2014,Act One,Vivian Beaumont,Play,6316,73,309452,,0
13,4/13/2014,4,2014,After Midnight,Brooks Atkinson,Musical,5568,67,417318,,8
13,4/13/2014,4,2014,Aladdin,New Amsterdam,Musical,13786,100,1178422,,8
13,4/13/2014,4,2014,All The Way,Neil Simon,Play,8206,72,893167,,8
13,4/13/2014,4,2014,Beautiful,Stephen Sondheim,Musical,7669,93,917392,,8
13,4/13/2014,4,2014,Bullets Over Broadway,St. James,Musical,11221,86,813145,,4
13,4/13/2014,4,2014,Cabaret '14,Studio 54,Musical,6823,97,667721,,0
13,4/13/2014,4,2014,Casa Valentina,Friedman,Play,4047,79,192074,,0
13,4/13/2014,4,2014,Chicago,Ambassador,Musical,7070,82,607106,,8
13,4/13/2014,4,2014,Cinderella,Broadway,Musical,11425,82,946408,,8
13,4/13/2014,4,2014,Hedwig And The Angry Inch,Belasco,Musical,7048,101,884092,,0
13,4/13/2014,4,2014,If/Then,Richard Rodgers,Musical,9295,89,964759,,8
13,4/13/2014,4,2014,Jersey Boys,August Wilson,Musical,6741,69,665420,,8
13,4/13/2014,4,2014,Kinky Boots,Al Hirschfeld,Musical,10769,95,1422291,,8
13,4/13/2014,4,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4639,97,366156,,1
13,4/13/2014,4,2014,Les Miserables '14,Imperial,Musical,10126,90,1147961,,8
13,4/13/2014,4,2014,Mamma Mia!,Broadhurst,Musical,7442,80,627337,,8
13,4/13/2014,4,2014,Matilda,Shubert,Musical,11368,99,1174694,,8
13,4/13/2014,4,2014,Mothers And Sons,Golden,Play,3412,53,238128,,8
13,4/13/2014,4,2014,Motown The Musical,Lunt-Fontanne,Musical,10425,86,1067046,,8
13,4/13/2014,4,2014,Newsies,Nederlander,Musical,8701,92,744353,,8
13,4/13/2014,4,2014,Of Mice And Men,Longacre,Play,8321,97,796078,,0
13,4/13/2014,4,2014,Once,Jacobs,Musical,5333,63,473697,,8
13,4/13/2014,4,2014,Pippin,Music Box,Musical,6307,80,630280,,8
13,4/13/2014,4,2014,Rock Of Ages,Helen Hayes,Musical,4227,91,347060,,8
13,4/13/2014,4,2014,Rocky,Winter Garden,Musical,8773,72,754394,,8
13,4/13/2014,4,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1586091,,8
13,4/13/2014,4,2014,The Bridges Of Madison County,Schoenfeld,Musical,4424,54,322366,,8
13,4/13/2014,4,2014,The Cripple Of Inishmaan,Cort,Play,2133,99,155234,,0
13,4/13/2014,4,2014,The Lion King,Minskoff,Musical,13602,100,1914937,,8
13,4/13/2014,4,2014,The Phantom Of The Opera,Majestic,Musical,11535,90,958388,,8
13,4/13/2014,4,2014,The Realistic Joneses,Lyceum,Play,5935,85,518159,,8
13,4/13/2014,4,2014,The Velocity Of Autumn,Booth,Play,3074,51,100056,,0
13,4/13/2014,4,2014,Violet,American Airlines,Musical,5080,87,258167,,0
13,4/13/2014,4,2014,Wicked,Gershwin,Musical,15275,99,1930362,,8
20,4/20/2014,4,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6201,85,507224,,8
20,4/20/2014,4,2014,A Raisin In The Sun '14,Ethel Barrymore,Play,8368,100,1212665,,8
20,4/20/2014,4,2014,Act One,Vivian Beaumont,Play,6344,73,340604,,5
20,4/20/2014,4,2014,After Midnight,Brooks Atkinson,Musical,7112,86,542801,,8
20,4/20/2014,4,2014,Aladdin,New Amsterdam,Musical,13797,100,1225128,,8
20,4/20/2014,4,2014,All The Way,Neil Simon,Play,9729,86,1067173,,8
20,4/20/2014,4,2014,Beautiful,Stephen Sondheim,Musical,8147,99,1027244,,8
20,4/20/2014,4,2014,Bullets Over Broadway,St. James,Musical,11730,90,974076,,8
20,4/20/2014,4,2014,Cabaret '14,Studio 54,Musical,7094,100,692319,,0
20,4/20/2014,4,2014,Casa Valentina,Friedman,Play,4796,93,212097,,0
20,4/20/2014,4,2014,Chicago,Ambassador,Musical,8275,96,845382,,8
20,4/20/2014,4,2014,Cinderella,Broadway,Musical,13529,97,1412944,,8
20,4/20/2014,4,2014,Hedwig And The Angry Inch,Belasco,Musical,7116,101,815295,,0
20,4/20/2014,4,2014,If/Then,Richard Rodgers,Musical,10372,99,1104188,,8
20,4/20/2014,4,2014,Jersey Boys,August Wilson,Musical,8556,87,854430,,8
20,4/20/2014,4,2014,Kinky Boots,Al Hirschfeld,Musical,11341,100,1629283,,8
20,4/20/2014,4,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4640,97,459071,,7
20,4/20/2014,4,2014,Les Miserables '14,Imperial,Musical,11258,100,1396410,,8
20,4/20/2014,4,2014,Mamma Mia!,Broadhurst,Musical,9472,102,950480,,8
20,4/20/2014,4,2014,Matilda,Shubert,Musical,11542,101,1577093,,8
20,4/20/2014,4,2014,Mothers And Sons,Golden,Play,3355,52,187192,,8
20,4/20/2014,4,2014,Motown The Musical,Lunt-Fontanne,Musical,11533,96,1179643,,8
20,4/20/2014,4,2014,Newsies,Nederlander,Musical,10756,101,1069367,,9
20,4/20/2014,4,2014,Of Mice And Men,Longacre,Play,7508,100,755158,,6
20,4/20/2014,4,2014,Once,Jacobs,Musical,7732,91,681763,,8
20,4/20/2014,4,2014,Pippin,Music Box,Musical,7843,99,882705,,8
20,4/20/2014,4,2014,Rock Of Ages,Helen Hayes,Musical,4477,96,421341,,8
20,4/20/2014,4,2014,Rocky,Winter Garden,Musical,10654,88,1022747,,8
20,4/20/2014,4,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1689905,,8
20,4/20/2014,4,2014,The Bridges Of Madison County,Schoenfeld,Musical,5243,64,345270,,8
20,4/20/2014,4,2014,The Cripple Of Inishmaan,Cort,Play,8212,96,463064,,1
20,4/20/2014,4,2014,The Lion King,Minskoff,Musical,15304,100,2543377,,9
20,4/20/2014,4,2014,The Phantom Of The Opera,Majestic,Musical,12759,99,1517305,,8
20,4/20/2014,4,2014,The Realistic Joneses,Lyceum,Play,6532,94,613441,,8
20,4/20/2014,4,2014,The Velocity Of Autumn,Booth,Play,4011,75,94400,,0
20,4/20/2014,4,2014,Violet,American Airlines,Musical,5879,100,283182,,1
20,4/20/2014,4,2014,Wicked,Gershwin,Musical,17352,100,2769554,,9
27,4/27/2014,4,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,5702,79,470784,,8
27,4/27/2014,4,2014,A Raisin In The Sun '14,Ethel Barrymore,Play,8368,100,1183783,,8
27,4/27/2014,4,2014,Act One,Vivian Beaumont,Play,5308,61,373915,,8
27,4/27/2014,4,2014,After Midnight,Brooks Atkinson,Musical,6142,74,488203,,8
27,4/27/2014,4,2014,Aladdin,New Amsterdam,Musical,13790,100,1194264,,8
27,4/27/2014,4,2014,All The Way,Neil Simon,Play,9118,80,994085,,8
27,4/27/2014,4,2014,Beautiful,Stephen Sondheim,Musical,8164,99,1015673,,8
27,4/27/2014,4,2014,Bullets Over Broadway,St. James,Musical,10783,83,956227,,8
27,4/27/2014,4,2014,Cabaret '14,Studio 54,Musical,7108,100,624575,,5
27,4/27/2014,4,2014,Casa Valentina,Friedman,Play,4703,91,210585,,7
27,4/27/2014,4,2014,Chicago,Ambassador,Musical,7618,88,667125,,8
27,4/27/2014,4,2014,Cinderella,Broadway,Musical,13362,95,1119405,,8
27,4/27/2014,4,2014,Hedwig And The Angry Inch,Belasco,Musical,7200,102,725517,,6
27,4/27/2014,4,2014,If/Then,Richard Rodgers,Musical,9750,93,1004383,,8
27,4/27/2014,4,2014,Jersey Boys,August Wilson,Musical,8253,84,800204,,8
27,4/27/2014,4,2014,Kinky Boots,Al Hirschfeld,Musical,11300,99,1519830,,8
27,4/27/2014,4,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4504,94,489022,,7
27,4/27/2014,4,2014,Les Miserables '14,Imperial,Musical,11099,98,1258537,,8
27,4/27/2014,4,2014,Mamma Mia!,Broadhurst,Musical,9103,98,842376,,8
27,4/27/2014,4,2014,Matilda,Shubert,Musical,11517,101,1253017,,8
27,4/27/2014,4,2014,Mothers And Sons,Golden,Play,3210,50,192942,,8
27,4/27/2014,4,2014,Motown The Musical,Lunt-Fontanne,Musical,11487,95,1203398,,8
27,4/27/2014,4,2014,Newsies,Nederlander,Musical,9232,97,812665,,8
27,4/27/2014,4,2014,Of Mice And Men,Longacre,Play,8555,100,897852,,8
27,4/27/2014,4,2014,Once,Jacobs,Musical,6749,80,569833,,8
27,4/27/2014,4,2014,Pippin,Music Box,Musical,7063,89,682229,,8
27,4/27/2014,4,2014,Rock Of Ages,Helen Hayes,Musical,4278,92,359970,,8
27,4/27/2014,4,2014,Rocky,Winter Garden,Musical,8805,73,783892,,8
27,4/27/2014,4,2014,The Book Of Mormon,Eugene O'Neill,Musical,8752,103,1674070,,8
27,4/27/2014,4,2014,The Bridges Of Madison County,Schoenfeld,Musical,4922,60,351946,,8
27,4/27/2014,4,2014,The Cripple Of Inishmaan,Cort,Play,7535,88,579630,,8
27,4/27/2014,4,2014,The Lion King,Minskoff,Musical,13602,100,2143746,,8
27,4/27/2014,4,2014,The Phantom Of The Opera,Majestic,Musical,10679,83,1117440,,8
27,4/27/2014,4,2014,The Realistic Joneses,Lyceum,Play,6458,93,619507,,8
27,4/27/2014,4,2014,The Velocity Of Autumn,Booth,Play,4070,67,84521,,8
27,4/27/2014,4,2014,Violet,American Airlines,Musical,5022,86,360849,,8
27,4/27/2014,4,2014,Wicked,Gershwin,Musical,14320,99,2074749,,8
4,5/4/2014,5,2014,A Gentleman'S Guide To Love And Murder,Walter Kerr,Musical,6770,93,580279,,8
4,5/4/2014,5,2014,A Raisin In The Sun '14,Ethel Barrymore,Play,8368,100,1190876,,8
4,5/4/2014,5,2014,Act One,Vivian Beaumont,Play,5695,66,398834,,8
4,5/4/2014,5,2014,After Midnight,Brooks Atkinson,Musical,6510,79,523053,,8
4,5/4/2014,5,2014,Aladdin,New Amsterdam,Musical,13782,100,1176765,,8
4,5/4/2014,5,2014,All The Way,Neil Simon,Play,9177,81,1014071,,8
4,5/4/2014,5,2014,Beautiful,Stephen Sondheim,Musical,8130,99,1036646,,8
4,5/4/2014,5,2014,Bullets Over Broadway,St. James,Musical,10246,79,950052,,8
4,5/4/2014,5,2014,Cabaret '14,Studio 54,Musical,7007,99,628491,,8
4,5/4/2014,5,2014,Casa Valentina,Friedman,Play,4429,86,275997,,8
4,5/4/2014,5,2014,Chicago,Ambassador,Musical,7204,83,605077,,8
4,5/4/2014,5,2014,Cinderella,Broadway,Musical,8406,60,635716,,8
4,5/4/2014,5,2014,Hedwig And The Angry Inch,Belasco,Musical,7215,102,993474,,7
4,5/4/2014,5,2014,If/Then,Richard Rodgers,Musical,8928,85,927814,,8
4,5/4/2014,5,2014,Jersey Boys,August Wilson,Musical,7189,73,699790,,8
4,5/4/2014,5,2014,Kinky Boots,Al Hirschfeld,Musical,10914,96,1477550,,8
4,5/4/2014,5,2014,Lady Day At Emerson'S Bar & Grill,Circle In The Square,Play,4496,94,490737,,7
4,5/4/2014,5,2014,Les Miserables '14,Imperial,Musical,10148,90,1080994,,8
4,5/4/2014,5,2014,Mamma Mia!,Broadhurst,Musical,8502,91,763046,,8
4,5/4/2014,5,2014,Matilda,Shubert,Musical,10186,89,924624,,8
4,5/4/2014,5,2014,Mothers And Sons,Golden,Play,2743,43,172916,,8
4,5/4/2014,5,2014,Motown The Musical,Lunt-Fontanne,Musical,10710,89,1123937,,8
4,5/4/2014,5,2014,Newsies,Nederlander,Musical,8038,85,576874,,8
4,5/4/2014,5,2014,Of Mice And Men,Longacre,Play,8303,97,864014,,8
4,5/4/2014,5,2014,Once,Jacobs,Musical,5179,61,439851,,8
